"N_NOV09" "N_NOV17" "N_NOV25" "N_NOV26" "N_NOV11" "N_NOV19" "N_NOV27" "N_NOV12" "N_NOV20" "N_NOV28" "N_NOV13" "N_NOV21" "N_NOV29" "N_NOV22" "N_NOV30" "N_NOV15" "N_NOV23" "N_NOV31" "N_NOV08" "N_NOV32" "C_BTF9" "C_BTF41" "C_BTF49" "C_BTF57" "C_BTF10" "C_BTF26" "C_BTF58" "C_BTF11" "C_BTF27" "C_BTF35" "C_BTF12" "C_BTF28" "C_BTF36" "C_BTF44" "C_BTF52" "C_BTF60" "C_BTF5" "C_BTF37" "C_BTF61" "C_BTF14" "C_BTF30" "C_BTF38" "C_BTF62" "C_BTF7" "C_BTF15" "C_BTF31" "C_BTF39" "C_BTF47" "C_BTF63" "C_BTF8" "C_BTF16" "C_BTF24" "C_BTF32" "C_BTF40" "C_BTF56" "C_BTF64" "C_NOV73" "C_NOV81" "C_NOV89" "C_NOV65" "C_NOV74" "C_NOV90" "C_NOV58" "C_NOV66" "C_NOV83" "C_NOV91" "C_NOV59" "C_NOV84" "C_NOV92" "C_NOV60" "C_NOV68" "C_NOV85" "C_NOV93" "C_NOV53" "C_NOV61" "C_NOV69" "C_NOV78" "C_NOV86" "C_NOV94" "C_NOV54" "C_NOV62" "C_NOV70" "C_NOV79" "C_NOV87" "C_NOV71" "C_NOV80" "C_NOV72" "S_BTF17" "S_BTF18" "S_BTF20" "S_BTF22" "S_BTF23" "S_NOV33" "S_NOV41" "S_NOV49" "S_NOV02" "S_NOV34" "S_NOV42" "S_NOV50" "S_NOV35" "S_NOV43" "S_NOV51" "S_NOV36" "S_NOV05" "S_NOV45" "S_NOV39" "S_NOV47"
"C_BTF58" 0.66589759237005 0.67825936656361 0.667211069225536 0.673818745861447 0.672829087508091 0.666838678607158 0.680517689483341 0.666838253591153 0.677452476016549 0.669491477378853 0.665514943595102 0.666489143145232 0.676867623494936 0.680764146926097 0.668403385239369 0.671896042263499 0.675417336248188 0.668786949031181 0.678769695131857 0.666528939846342 0.665984713179058 0.667213098344452 0.668430792758309 0.665607715361017 0.672092446020486 0.666121406393067 0 0.669923317148393 0.655974870176465 0.655232102916713 0.667714601723101 0.621051098826781 0.671364602871625 0.667884701476917 0.677859047342673 0.67388912103943 0.662001655472626 0.671564031709944 0.666936838682477 0.669245164457008 0.674352840537849 0.680525771456944 0.678862993518115 0.669339123857413 0.647314476090508 0.669904292283758 0.677779705722082 0.671697494231636 0.67405824862745 0.663988656525467 0.663040843765012 0.674302161206333 0.667171456505527 0.67215217402089 0.659174271476004 0.676027791337482 0.670253274613576 0.66839149185552 0.656957690109041 0.67026668255447 0.672459724791512 0.674792916046276 0.679705211025401 0.674097780569635 0.670071955558144 0.67542271690664 0.673596135928383 0.666729673495888 0.669622592627962 0.668550127909488 0.664098674364641 0.670430899811085 0.673772636366873 0.664676423598275 0.669263091267664 0.669291450045875 0.672470832159027 0.664974711181456 0.665631308584718 0.646842454220452 0.677403389969958 0.6665406091432 0.668980653153425 0.675934662129576 0.664564536046634 0.663140806602255 0.667451934854244 0.671955443110353 0.668419834413868 0.675068249205104 0.687745234364095 0.667756976555177 0.668143912901838 0.680280867243758 0.68160697271141 0.667674270062948 0.672477030082194 0.677722008830893 0.67416735221439 0.679674110113174 0.674185958424996 0.682523632789935 0.668607026301515 0.673511836828964 0.675507719875688 0.679210091001441 0.658329363290955
"C_BTF11" 0.669473865137209 0.66815953238944 0.675792185779983 0.660539408860835 0.667039123780787 0.66352401403567 0.674477787529996 0.667243533559783 0.670258486442661 0.668665139372416 0.672332724839774 0.66467302123 0.668291820005412 0.666397240375996 0.664817347838947 0.67481564845178 0.66365609282476 0.659403155512489 0.670904953511158 0.667004821594882 0.660219957395561 0.662161077588248 0.642636904281639 0.672640042894985 0.671643966220387 0.669229370605796 0.669923317148393 0 0.664052716833124 0.670332887688338 0.664303935219837 0.679723802136809 0.668522818750727 0.663914997740267 0.665057209199482 0.669962083044465 0.654429297506505 0.665581032207649 0.664440036759002 0.686009253328389 0.676423767980746 0.676272006053584 0.668336135356958 0.668536895583194 0.662760659128271 0.664411994901561 0.673356644508914 0.654541076986368 0.667371422361353 0.665910223766566 0.668244902968591 0.668530589840161 0.667428496394314 0.670322483480983 0.661308090827535 0.675778024800965 0.657005072709912 0.66415955289083 0.665985977048007 0.664361699802165 0.68058526967786 0.66946508787257 0.673276494439125 0.666385869591691 0.668700689779185 0.667244603056297 0.673907616476591 0.67246630477883 0.676618271466561 0.666322935441616 0.670291182615342 0.678246154512952 0.679300020447346 0.663081993678137 0.667221685895223 0.667775863180972 0.664961700105727 0.638860116984293 0.66158109902927 0.685497463664077 0.668052014969637 0.671973702887571 0.663034580976618 0.670124202672265 0.664658509002924 0.656311648366885 0.66284596538033 0.678252255598545 0.668229376760416 0.672606111485323 0.691321158950283 0.679475346858112 0.673657504218346 0.67379205969648 0.66547955363304 0.660814515712105 0.67396817069295 0.668900636312695 0.673234238929159 0.690497338186203 0.669082971740989 0.673423190512085 0.669718102465328 0.678160932950971 0.66704480026416 0.674018738921541 0.671958841225359
"C_BTF27" 0.672404931823483 0.668105259551828 0.672348798717565 0.668022171928815 0.666999755946756 0.662901036511748 0.665184608911745 0.679023797974839 0.667160736461508 0.659378199195572 0.66973773312654 0.670171475594228 0.666781504258456 0.674636487358792 0.656779284970514 0.673442796137513 0.659403155512489 0.671105604376363 0.668541527926644 0.663528608561278 0.656497832559844 0.663310363944194 0.661310855143146 0.677278015671979 0.667463172640168 0.662576471796754 0.655974870176465 0.664052716833124 0 0.67667839321038 0.672805926039298 0.66825883866647 0.668011066801457 0.66264129392852 0.678411471076806 0.660799945852333 0.668587109602472 0.666958856732793 0.668804418899167 0.680099788085305 0.673247848268554 0.674110452588612 0.670692510310289 0.669319375607633 0.644460452659048 0.656492367782868 0.678569047861759 0.658545832946137 0.666421368928243 0.662601833869022 0.66970070634442 0.667626938110304 0.624450137169626 0.670501525580471 0.641483971237483 0.631794313314443 0.663582468067195 0.620637809523895 0.66507211110207 0.671633137804667 0.675157539808736 0.662685432448047 0.667963361037483 0.665080101912159 0.672871589867151 0.673271020164421 0.665373021122277 0.67920253186745 0.666224753132715 0.654360483277229 0.665044290407737 0.666557710310128 0.676366572007964 0.664881561006402 0.67179184869703 0.659173944998812 0.667252414167488 0.652035045529611 0.665364660855374 0.67748504423401 0.674088384545463 0.668173337603838 0.664607717274695 0.666769857854757 0.664895785286542 0.681257327390079 0.664360620781177 0.675443363789185 0.667756976555177 0.677175165208032 0.699191616031831 0.674241725374688 0.670101345075636 0.67399085504344 0.670781879089248 0.663723311599972 0.672578087077108 0.674195222073796 0.672081086395513 0.691657243786795 0.667245676525817 0.680874353542262 0.679366220486757 0.68017055101599 0.673409502734804 0.674511553756912 0.669553575727471
"C_BTF35" 0.669434678090117 0.674682620857375 0.665885407422418 0.671748167632549 0.677908615534315 0.669652992445277 0.678066422678377 0.674593691125361 0.66776391925286 0.66436240612049 0.661463829213875 0.671210089137505 0.677357355340549 0.674264936529555 0.663029558013007 0.671459229643022 0.669408219305925 0.667057356785291 0.674655154975261 0.670596795441289 0.664937754935761 0.662932781460397 0.666488592478359 0.68179391646763 0.671217969681027 0.67684406651948 0.655232102916713 0.670332887688338 0.67667839321038 0 0.664948665479866 0.668677265516967 0.670542601647198 0.6626349422458 0.666225026872914 0.667916556678669 0.662491793756473 0.678917323215474 0.675707267151116 0.671693289381396 0.67512761832042 0.673149651259552 0.672965872781582 0.683039254243742 0.672761677361369 0.677573338787528 0.67240828489161 0.669539390513287 0.680186847845548 0.665074126896253 0.669507458458021 0.676380187586903 0.670077247038599 0.661111736073286 0.664092299491294 0.670339597532116 0.669440015641017 0.668411114236236 0.66244104727758 0.65440568301453 0.678869769135149 0.672880251272851 0.680076059256914 0.673976826719433 0.677727329329636 0.67413022450794 0.67230104500343 0.657733141526679 0.6699293569091 0.67077673768531 0.66415333798558 0.674399369004159 0.674497272157734 0.667844925000732 0.685220323755303 0.678964585086305 0.662967256113189 0.663567733214837 0.662751891045683 0.66928448526647 0.679927834983732 0.649081021914389 0.67232913677417 0.679490866263645 0.667934787652878 0.670241434966592 0.681170193874647 0.678843297803335 0.66893740658515 0.684741403464837 0.68237037030364 0.669455863010384 0.677026514372954 0.677729995611401 0.677032890997744 0.671991765692814 0.676364933075629 0.676534889111445 0.681954351046377 0.676797408533934 0.664863107370119 0.679952841976324 0.669667054009433 0.669873371598966 0.672911120488594 0.67102356188791 0.663553415098026
"C_BTF12" 0.671230367554518 0.666958759136535 0.67781108291155 0.657308564687376 0.664000908546184 0.663557280082894 0.677893325387571 0.670861300674023 0.669083565338197 0.657232296838785 0.663177923675582 0.666866957092296 0.656272878412905 0.661086611454775 0.661385793165291 0.669325145507786 0.664442259706226 0.658062665405574 0.670963952240643 0.657762827700305 0.649868522495437 0.65236070889795 0.658245761707626 0.67545201401765 0.670912557898754 0.6541880617153 0.667714601723101 0.664303935219837 0.672805926039298 0.664948665479866 0 0.659210566464026 0.66226709080709 0.663682565850231 0.667844655227908 0.660573529833092 0.657043361700914 0.669689162956023 0.663428919353447 0.674936521346743 0.658414553619197 0.673701732613327 0.644806265959734 0.660501609564749 0.666632130615323 0.671360957082701 0.67782458091787 0.662454862644205 0.671453696442355 0.659028921724894 0.674315710336404 0.670116081895683 0.670212365094838 0.672274410361595 0.658270156513408 0.661690886436882 0.661493075820291 0.675858117775377 0.658610671392594 0.663641891947505 0.675007526773912 0.67453331298438 0.663407928140271 0.666678129988337 0.670753812868017 0.670594986607991 0.66860822651358 0.658376254386048 0.671079023055564 0.66307615677777 0.668989663456261 0.669305855071052 0.671481444089485 0.650325509008929 0.667519266083217 0.6641137965803 0.664656017158782 0.662543638010084 0.654819125933149 0.674084249007455 0.667594813144413 0.658972595129976 0.662999245021712 0.667741807047545 0.664081675672672 0.682155664452884 0.660169190035198 0.665686160143337 0.676293483278279 0.667813443353982 0.684898819164123 0.674134826957213 0.664083278407208 0.670938237895661 0.666781291014871 0.666947210533385 0.669456174798063 0.675037921684352 0.670014312834025 0.691261169062435 0.663838428453676 0.676761252070854 0.671296768221281 0.67768330873809 0.661272010276434 0.664176080310197 0.666104992779064
"C_BTF28" 0.669468544255242 0.676461624818117 0.665978884922986 0.662799497793479 0.674695960796925 0.665289823671442 0.674551905727588 0.664989774326527 0.665018382707732 0.663243990981124 0.661716714329736 0.673208548222053 0.66902918846121 0.666775575245807 0.65906952140291 0.667639543952238 0.675014113801604 0.668699025892773 0.67625997705335 0.667119567216952 0.659572889148301 0.672541403386038 0.667892042112697 0.674823790079982 0.678782682713959 0.671891071362044 0.621051098826781 0.679723802136809 0.66825883866647 0.668677265516967 0.659210566464026 0 0.676036088821026 0.667866487951349 0.674893745657424 0.66788498186213 0.667825130095122 0.665703490134508 0.656830725791061 0.674068435826965 0.677687823359842 0.677763576346784 0.663485081746732 0.666620833476508 0.661688930123916 0.670915176447637 0.673175775218647 0.667692277446629 0.679544365066765 0.665537106225873 0.616823621849375 0.673897796372637 0.639279525011466 0.667715899527322 0.665544389252612 0.676932572541958 0.669987147329559 0.676931445268829 0.664432925840414 0.671122399752776 0.676744555410172 0.677064485526015 0.670461460088161 0.673972664769903 0.668221949874556 0.671020039895587 0.677513313188697 0.66725024255315 0.668656004147413 0.661259150779417 0.662751958956185 0.673583809943493 0.66642015755675 0.658205610515804 0.673240470147963 0.67078198493676 0.664599478227502 0.670490146025922 0.663892114772065 0.668350062954039 0.682787685485709 0.668353181126418 0.666683859210263 0.667541659001035 0.66669531277976 0.667791149640323 0.668846583828657 0.668480028519183 0.665099961249215 0.677570790182968 0.67457191180519 0.684096802017949 0.667914239142722 0.682677163793865 0.674223044784661 0.663442959980822 0.677909730287702 0.676040665683884 0.671405013110534 0.680028002919799 0.669641941391315 0.685112626029347 0.679494628553978 0.672373344884517 0.668509603078765 0.676948087611889 0.659398601690773
"C_BTF36" 0.665447749447527 0.669897758895875 0.675425495704835 0.657502308336423 0.667763238899492 0.66780370653981 0.671887566208657 0.65857298140539 0.666436599134997 0.665077141434594 0.656550232913725 0.670961495723522 0.66432411563351 0.666861986463933 0.657313684183442 0.659289624611477 0.666580590738732 0.667654985516729 0.67167554543611 0.662317352084604 0.665851256259043 0.671886991624575 0.664237119535561 0.684128970869653 0.663312499665623 0.662700847889229 0.671364602871625 0.668522818750727 0.668011066801457 0.670542601647198 0.66226709080709 0.676036088821026 0 0.660002409154597 0.66679859184344 0.658535154252958 0.674802012850319 0.672304441612756 0.668702400169978 0.67373402241974 0.67043268993611 0.679437364519118 0.663781220316514 0.665464765075988 0.662702562768124 0.670555738895743 0.670219157255446 0.661913436302836 0.662083260670226 0.654849190733454 0.665339039084481 0.66394955798166 0.658518048454793 0.674218481368327 0.653308230524686 0.671127032634067 0.662199519406349 0.663617200484495 0.665162642064116 0.667567362534772 0.673230568012821 0.676623757627831 0.661636541390028 0.666712623077066 0.669003684522208 0.668580946577801 0.675834784202985 0.669947162918038 0.667275038795528 0.660701546407471 0.625373625349878 0.669083565338197 0.668342951640126 0.668206606546335 0.672041345550638 0.660555513065477 0.66889948521371 0.664551135210315 0.665808075868137 0.669604873114937 0.67177319247095 0.669278629792944 0.660965301119201 0.664368126288371 0.665671945892052 0.67861089736106 0.661157669296973 0.670041548390793 0.669505645610329 0.676035877828862 0.685196056512691 0.67314239570367 0.672133957877344 0.669566003360063 0.670887187304294 0.662809708959271 0.67046849990951 0.667549980742292 0.667838616625975 0.695402000725317 0.66579954166487 0.674735690631813 0.669864127057084 0.675301842649499 0.666045644951381 0.672064587051526 0.664561924893941
"C_BTF44" 0.664736725109865 0.659416869574677 0.667770191802941 0.657340251073302 0.661199582924209 0.661385620668094 0.669466545878716 0.667715899527322 0.658689839864683 0.65712276398782 0.659448634635746 0.668272818251692 0.659942387002562 0.665802727954352 0.660402347659723 0.66213181987026 0.668622756462207 0.663989279677808 0.662268921397741 0.664082677614716 0.661330316894555 0.669626803084626 0.662714912059424 0.671064097069136 0.658322487948109 0.660817687847637 0.667884701476917 0.663914997740267 0.66264129392852 0.6626349422458 0.663682565850231 0.667866487951349 0.660002409154597 0 0.662651312019043 0.664888678579183 0.672047935257125 0.660368479719378 0.661516260679457 0.687244971334917 0.67374404226142 0.65890118532708 0.67448357682387 0.662627274622932 0.664312408140745 0.670485954192037 0.670194679323467 0.66048413502693 0.670270958564323 0.661956161559095 0.667539838837447 0.667156580983382 0.666039025866198 0.658249084137299 0.662534591917858 0.663103995300429 0.661330198145751 0.662915953784121 0.665402668195517 0.662300896688218 0.666142061300457 0.668503217437387 0.679108124899023 0.672400837108248 0.658868721789279 0.662405040237362 0.678313451608985 0.672794104483735 0.662954672492022 0.663270858183886 0.655096747686572 0.664485839677525 0.66894163320794 0.671150024616902 0.662908949903431 0.663376940748803 0.670660780147389 0.652513584377902 0.668917301560818 0.679810319489622 0.667580842419421 0.659510018364124 0.655496889438691 0.670406721298519 0.66993744485845 0.676238264279971 0.665359526675374 0.671234323628927 0.665664809210676 0.672557222928046 0.687868418684796 0.673943463951417 0.66917500193684 0.667786956319062 0.668069136330685 0.668835701756827 0.660938945557824 0.669534063411986 0.669534063411986 0.695933333315692 0.668095971608119 0.673462067253495 0.667091994399053 0.674917260102889 0.666850777873343 0.673864170552184 0.676100074300075
"C_BTF52" 0.669838471103224 0.664620115814039 0.679677406734204 0.667010717196183 0.670210176473884 0.670523086941093 0.676853092794738 0.673792982605747 0.671112646166631 0.663424541461233 0.661379473328142 0.674371027908976 0.667479514539628 0.673536555971095 0.668624575923897 0.668404567216612 0.676851093318231 0.667296856924279 0.680555984193561 0.665743094639975 0.660210627166047 0.668366002320491 0.655238403911856 0.679443838390113 0.670648913351646 0.670956196967678 0.677859047342673 0.665057209199482 0.678411471076806 0.666225026872914 0.667844655227908 0.674893745657424 0.66679859184344 0.662651312019043 0 0.666889858922998 0.668041385589306 0.675792214243577 0.66362199824907 0.691911779631311 0.673175886327008 0.670848938412107 0.678408133859444 0.66789128479134 0.673776377353456 0.677933022552833 0.676949184202179 0.664479145966527 0.673799163294458 0.672891897079047 0.672019856512605 0.664872879566605 0.673095308388262 0.664926851720758 0.668180619098751 0.670698600466508 0.669181794896051 0.666232437976361 0.66377361935586 0.672920808493468 0.676526278536036 0.670449275767069 0.673703808476862 0.670202778554694 0.660597156226824 0.659000004064042 0.654030580535103 0.66048658763463 0.671173573827329 0.667593665955692 0.666272336414898 0.667781422949345 0.669057575189959 0.653292807020788 0.675444060586056 0.661019306043977 0.670494864870451 0.656553801915059 0.677249067371815 0.679024713396728 0.679696919308253 0.669703784126196 0.663911264642891 0.67784533506079 0.67640651474973 0.679304145312862 0.669266836259915 0.672692439527019 0.674204498034919 0.674325132286373 0.695301163963697 0.681175858835876 0.672697289673761 0.683311084603938 0.670943344202811 0.668061344414662 0.664125991717983 0.671365254807624 0.673271723446014 0.691594339342889 0.664925182057688 0.683762149406691 0.682130218718734 0.683895508265757 0.669787156247278 0.675641774754139 0.667393397552911
"C_BTF60" 0.658783735516381 0.671455397505004 0.677948129319628 0.662000616632738 0.662685432448047 0.661099715884315 0.673193465392881 0.679544887618514 0.660741238013091 0.663416312562364 0.662918981053678 0.677746751626785 0.662451127988346 0.67251352977649 0.658892215773689 0.663704148348772 0.664551651212692 0.65375915496629 0.661873277172519 0.671125566325732 0.662501880047536 0.663095948929758 0.660735401901822 0.684103450039569 0.669346497539551 0.659575554366992 0.67388912103943 0.669962083044465 0.660799945852333 0.667916556678669 0.660573529833092 0.66788498186213 0.658535154252958 0.664888678579183 0.666889858922998 0 0.671160197287574 0.670867374403004 0.667068733325656 0.680945205442599 0.672158374468628 0.675739026422579 0.663670633056169 0.661960874384426 0.672381163342732 0.667731986899118 0.662389955036459 0.663401716306267 0.681331968457276 0.661233044725759 0.671250623057575 0.653976699373851 0.67603470067985 0.674014068491416 0.665853274030856 0.666214181864144 0.665949718820816 0.667534990370887 0.667529932372346 0.66473908449642 0.67479426404439 0.66519330501752 0.665553402852835 0.667371343077563 0.674936113687139 0.665313539608706 0.677181054901519 0.672669327316621 0.665933108459041 0.660384198958332 0.667141054773261 0.670525873291772 0.665104953989272 0.656822484985585 0.67118649244019 0.664980685971237 0.674042071300137 0.66167154679937 0.676381219041226 0.679556459881997 0.677415920141658 0.666849867183086 0.666483163589514 0.665704367646309 0.662554968592164 0.685714979607346 0.664035991933364 0.68286152509013 0.668178851996145 0.665011377540814 0.690962804286733 0.677221532792724 0.667874630479474 0.662187847707 0.671345808327158 0.662893880324109 0.668708634650366 0.665755390928101 0.673084867440352 0.687965571570915 0.668416586041234 0.681499023338103 0.672844629515602 0.680628419266563 0.664438120181869 0.677854992962421 0.667697223266801
"C_BTF5" 0.672587850536673 0.676549295556211 0.66513259746662 0.668285326507375 0.674232259563881 0.671710055516547 0.680165534483938 0.666621031134788 0.676576075657382 0.665205185633898 0.660851651877828 0.67657499032687 0.664656223271979 0.679000796330094 0.673347254012795 0.683986154383469 0.676699452580543 0.669454453749763 0.680542713944151 0.67143441662174 0.642956960264117 0.662088273225481 0.660097342684154 0.669773731547897 0.680932279196038 0.673727678539931 0.662001655472626 0.654429297506505 0.668587109602472 0.662491793756473 0.657043361700914 0.667825130095122 0.674802012850319 0.672047935257125 0.668041385589306 0.671160197287574 0 0.681570075744508 0.679116911773597 0.680062032822646 0.675677157825244 0.67955903836091 0.675135145173426 0.670185834659548 0.674306714976026 0.675646263161712 0.66665497967925 0.660041243462109 0.671408054503861 0.659249253850012 0.670165894265392 0.673736016613726 0.683130051063973 0.657869852832253 0.665546467440157 0.671267881941208 0.672940055623526 0.672453383367712 0.654287430863533 0.674980729443189 0.694403964237337 0.687271544305278 0.670817835224631 0.68359859024873 0.6741028017536 0.675645173453775 0.674278549238823 0.672366964112809 0.684286873744836 0.666191973334111 0.665210593323818 0.679474860727401 0.676948269234881 0.669695089283785 0.678301741763847 0.672269890441063 0.672614587404349 0.67129546229393 0.663333254974188 0.655697942660153 0.674116577072499 0.677376447176348 0.675886953624773 0.672506576117681 0.678300791308047 0.664713888762315 0.675207794571402 0.68249366196895 0.668808779592088 0.683180353339441 0.678984008461581 0.672664472791458 0.672092295172989 0.689471153862714 0.681883168749024 0.672241946214065 0.677889082137894 0.681884452193241 0.675763371369263 0.683404727392697 0.677500851176746 0.691382309756975 0.683979703153315 0.6722836942731 0.671193837204625 0.678275569244873 0.665648164242325
"C_BTF37" 0.673414847592172 0.673987311489848 0.679750862080148 0.670171580025706 0.67413367312573 0.666058799335871 0.67186349820785 0.679009865897614 0.668727663516115 0.662319157707722 0.669233095347354 0.66880924654009 0.671306114690964 0.667968483296774 0.6639253402782 0.668537684059287 0.676089390910462 0.668266524162875 0.674492723813924 0.66420184836514 0.661742055717934 0.669231868700667 0.672615038210667 0.682229066821088 0.675981405796624 0.67711970523539 0.671564031709944 0.665581032207649 0.666958856732793 0.678917323215474 0.669689162956023 0.665703490134508 0.672304441612756 0.660368479719378 0.675792214243577 0.670867374403004 0.681570075744508 0 0.674365446699454 0.69628597522285 0.681128162851671 0.677332510227385 0.667530769206481 0.673632632583003 0.67217331674011 0.679203540328018 0.669050994701889 0.670953656626267 0.673864141365617 0.668439595357655 0.66932843975385 0.681129263967377 0.66627517829064 0.677117652235911 0.671789719608715 0.679209954534032 0.672956059288828 0.670992304311404 0.675000938940946 0.675916226390548 0.681604037975176 0.676052393605252 0.668585723359303 0.671264221615261 0.679021264886692 0.682853274747232 0.679183570605654 0.676804970280313 0.67621811883599 0.666298763554832 0.671356818414592 0.676869673004878 0.653351820904418 0.663705838836333 0.675478030203696 0.672522069769849 0.679695706424179 0.655943494582957 0.671351719633658 0.682870816786182 0.678806399709088 0.670598602089399 0.666841934610559 0.674714034600909 0.673244817613093 0.679077353261092 0.6737934531784 0.675073102284939 0.675710147561894 0.677268822689845 0.690405075013249 0.683951367923342 0.667150919049315 0.67305618078742 0.674506998890858 0.665089501772972 0.674535060989855 0.677115217819083 0.672656039501411 0.703254122286685 0.669030926130479 0.676059544931884 0.680063868433592 0.684714069325083 0.671457593639453 0.684611544196212 0.674856261785781
"C_BTF61" 0.667471278533262 0.666195430676618 0.68257763473163 0.659423756348454 0.663239585785372 0.668906295340298 0.666022677464177 0.671563798388703 0.666493932717228 0.668891395729808 0.664671626784377 0.670011130955708 0.666856386445776 0.66647681427305 0.656955538419388 0.67100283956382 0.676532347813571 0.664267747623848 0.676476237123375 0.663054208928577 0.667074419170328 0.672400279067798 0.661747572878461 0.686389602280899 0.667332724860229 0.66660914531895 0.666936838682477 0.664440036759002 0.668804418899167 0.675707267151116 0.663428919353447 0.656830725791061 0.668702400169978 0.661516260679457 0.66362199824907 0.667068733325656 0.679116911773597 0.674365446699454 0 0.695054356621997 0.677787659930213 0.667998158171963 0.673859510256104 0.66381994106801 0.668154030264324 0.66992487456845 0.674337605004978 0.665993030284094 0.673944471178041 0.663871913660853 0.669773724501553 0.679017677910987 0.635993239554798 0.6735145031924 0.66897668185684 0.673150457601299 0.660112711792866 0.669225593428595 0.670021633680462 0.672747706490198 0.675224482906192 0.677482464720775 0.669267378387022 0.673697200541965 0.672067830576371 0.670499152943974 0.682587406789198 0.670504337589555 0.667918106492057 0.657102499084171 0.666058451622144 0.672515860425316 0.668952472986644 0.670467527102377 0.669230348544128 0.672701318094591 0.665561082710754 0.649715553066561 0.661940874549923 0.683227412536091 0.665860971258835 0.665706668468043 0.657801586012007 0.67025771166123 0.663686897652856 0.68504090808625 0.673776377353456 0.67167362577661 0.670676287963631 0.67238470300158 0.683656923122588 0.674288383240676 0.675222152455197 0.672784394126118 0.675789377722311 0.664365269758833 0.664957461352716 0.66528640293617 0.666511272546223 0.690382336455344 0.666425326878205 0.6787000328616 0.677465760412979 0.678528429251129 0.664892480192671 0.680046842507909 0.66934574701524
"C_BTF14" 0.690224243191234 0.688566714732869 0.662227415999725 0.68810312138926 0.687639209265444 0.685554781699877 0.68914684718515 0.679074942624555 0.686128908780475 0.687398531473139 0.672358706862869 0.692894626681742 0.686779841359924 0.686089982862667 0.677689746755212 0.686701439151005 0.690048752864939 0.684985804282159 0.686660199556086 0.683585927024663 0.683530727825709 0.684887643401977 0.688257857407589 0.670949872761122 0.688957471348575 0.680966651416633 0.669245164457008 0.686009253328389 0.680099788085305 0.671693289381396 0.674936521346743 0.674068435826965 0.67373402241974 0.687244971334917 0.691911779631311 0.680945205442599 0.680062032822646 0.69628597522285 0.695054356621997 0 0.690166438746349 0.696384241270142 0.689799647986034 0.688859812778652 0.683211951322158 0.68405047619356 0.702043267707739 0.683010987001881 0.687605895437242 0.674143492808246 0.675007029210226 0.693138849074351 0.694721818201745 0.678302940659953 0.676255675858203 0.690288876822362 0.686606562325595 0.684356539964718 0.672491812906483 0.679669659410771 0.698114506970184 0.69051940060111 0.689940466405248 0.692142104364891 0.695170899249585 0.695139991150728 0.690774742992202 0.676499733543411 0.689858893165196 0.684505328255094 0.674452885973738 0.68906104409873 0.689889941674017 0.690072783608971 0.69868795365736 0.683758169930019 0.688948152731266 0.68469768232362 0.670682417659258 0.669734446651831 0.695829705925761 0.691100002435118 0.681808886346749 0.690272048625457 0.686478224039397 0.672093210005103 0.691434809879668 0.696010425221289 0.670968440242113 0.697893997951955 0.674053732282875 0.675657187019478 0.684277924176009 0.694357012956596 0.693075687294136 0.685615210320323 0.688521383014388 0.696516631094987 0.68281684168283 0.665951648912484 0.6964681423462 0.700653583267532 0.690562815656923 0.663928421487796 0.688955847884762 0.691761542306027 0.665091383014432
"C_BTF30" 0.671122815131036 0.678583573893678 0.682539276417134 0.666752749263277 0.66651184992889 0.663407928140271 0.674287914714188 0.677024309175606 0.662724736230751 0.667504007808748 0.666809668651749 0.673810815466905 0.668298319693461 0.67049722866336 0.659972587767635 0.674982499454946 0.66560118166295 0.663198330315965 0.672988302892369 0.667291603199411 0.666082459057704 0.673720447111235 0.670535806729568 0.68673214768717 0.673796750620966 0.672392956854202 0.674352840537849 0.676423767980746 0.673247848268554 0.67512761832042 0.658414553619197 0.677687823359842 0.67043268993611 0.67374404226142 0.673175886327008 0.672158374468628 0.675677157825244 0.681128162851671 0.677787659930213 0.690166438746349 0 0.676370600209493 0.675415240615025 0.671742483572826 0.672637944395951 0.674913463485141 0.676115979688516 0.671438203842091 0.681078912817329 0.672775231894921 0.67363435566915 0.673330355773498 0.676057963689808 0.68103307353493 0.664028663488306 0.672669050155122 0.666110458760276 0.677889082137894 0.661677741110939 0.673124065196955 0.688518511977241 0.68338815918666 0.677185263909962 0.675219061627804 0.677079303790829 0.682099787112861 0.677056134518552 0.67907439398832 0.685667200113929 0.650628559558549 0.668658978745743 0.6739543510258 0.675687166945488 0.666947906141665 0.683964417897731 0.676613986761147 0.67940907889873 0.669038492385944 0.662014099582102 0.686911147150256 0.685495719842212 0.673337743584719 0.669390522523172 0.673069073737591 0.678286744196463 0.68057242532357 0.675034039131236 0.678797546858466 0.679518119028731 0.679685953448734 0.700463681123866 0.688147100207387 0.6755012960481 0.680167676743431 0.675242278994324 0.666804052895156 0.678431612504718 0.681622825062336 0.680234848582071 0.699303208656375 0.67432955725915 0.680969260446909 0.676166982006561 0.681686557481285 0.671834901882897 0.680169111307313 0.668954793474138
