id,pop,survey,season,sampler,site,site_code,old_site_code,capture_time,release_time,recapture,FTA_blood,field_sample_reference,blood_sample_batch,included_LandRes,250m_lon,250m_lat,100m_lon,100m_lat,lon_old,lat_old,service,plate_location,Relatedness
S_NOV47,South,2022 Dry Season,Dry,Chays Ogston,Lignum fence trough,LFT,LFT,14/10/2022 14:25,14/10/2022 14:35,No,Yes,BTF280,Nov_2023,Yes,146.41596,-22.24395,146.41365,-22.24813,146.411412,-22.250437,DPoep23-8916,1-G6,Unrelated
C_BTF12,Central,2021 Dry Season,Dry,Dean Jones,Number 2 Dam,N2D,N2D,9/09/2021 10:56,9/09/2021 11:35,No,Yes,BTF12,Jul_2022,Yes,146.30845,-21.94644,146.30864,-21.94715,146.30724,-21.94793,DPeop22-7457,1-D2,Unrelated
C_BTF62,Central,2021 Dry Season,Dry,Dean Jones,Number 2 Dam,N2D,N2D,16/09/2021 10:04,16/09/2021 10:28,No,Yes,BTF62,Jul_2022,Yes,146.30845,-21.94394,146.30864,-21.94615,146.31,-21.946,DPeop22-7457,1-F8,Unrelated
C_BTF63,Central,2021 Dry Season,Dry,Dean Jones,Number 2 Dam,N2D,N2D,16/09/2021 10:04,16/09/2021 10:39,No,Yes,BTF63,Jul_2022,Yes,146.31095,-21.94394,146.30964,-21.94615,146.31,-21.946,DPeop22-7457,1-G8,Unrelated
C_BTF24,Central,2021 Dry Season,Dry,Dean Jones,Number 2 Dam,3WFS_2,N2D,12/09/2021 12:10,12/09/2021 12:50,No,Yes,BTF24,Jul_2022,No,NA,NA,146.344644,-21.950149,146.3449,-21.95086,DPeop22-7457,1-H3,Unrelated
C_BTF64,Central,2021 Dry Season,Dry,Dean Jones,Number 2 Dam,N2D,N2D,16/09/2021 11:05,16/09/2021 11:28,No,Yes,BTF64,Jul_2022,Yes,146.31095,-21.94644,146.30964,-21.94815,146.31,-21.946,DPeop22-7457,1-H8,Unrelated
C_NOV65,Central,2022 Dry Season,Dry,Breanna Williams,Spider Alley,SA,SA,10/10/2022 14:00,10/10/2022 14:57,No,Yes,BTF250,Nov_2023,Yes,146.26091,-21.88394,146.259641,-21.884126,146.259335,-21.884075,DPoep23-8916,1-A9,Unrelated
C_NOV90,Central,2022 Wet Season,Wet,Breanna Williams,Spider Alley,SA,SA,10/06/2022 1:30,10/06/2022 2:46,No,Yes,BTF201,Nov_2023,Yes,146.26091,-21.88144,146.259641,-21.883126,146.259302,-21.883999,DPoep23-8916,1-B12,Unrelated
C_NOV66,Central,2022 Dry Season,Dry,Breanna Williams,Spider Alley,SA,SA,10/10/2022 15:22,10/10/2022 15:45,No,Yes,BTF252,Nov_2023,Yes,146.26341,-21.88144,146.260641,-21.883126,146.259335,-21.884075,DPoep23-8916,1-B9,Unrelated
C_NOV74,Central,2022 Early Wet Season,Early Wet,Breanna Williams,Scrape on track SW of Ten Mile,SWTM,SWTM,19/02/2022 9:36,19/02/2022 10:11,No,Yes,BTF130,Nov_2023,Yes,146.23843,-21.93635,146.237635,-21.93614,146.237134,-21.936644,DPoep23-8916,1-B10,Unrelated
C_NOV83,Central,2022 Wet Season,Wet,Emily Drummond,Scrape on track SW of Ten Mile,SWTM,SWTM,3/06/2022 1:30,3/06/2022 3:04,No,Yes,BTF146,Nov_2023,Yes,146.23843,-21.93385,146.237635,-21.93514,146.237251,-21.93675,DPoep23-8916,1-C11,Unrelated
C_NOV91,Central,2022 Early Wet Season,Early Wet,Breanna Williams,Scrape on track SW of Ten Mile,SWTM,SWTM,10/02/2022 10:22,10/02/2022 10:56,Yes,Yes,BTF74,Nov_2023,Yes,146.24093,-21.93385,146.238635,-21.93514,146.23714,-21.936683,DPoep23-8916,1-C12,Unrelated
C_NOV84,Central,2022 Wet Season,Wet,Emily Drummond,Scrape on track SW of Ten Mile,SWTM,SWTM,3/06/2022 1:30,2/06/2022 15:50,No,Yes,BTF147,Nov_2023,Yes,146.24093,-21.93635,146.238635,-21.93614,146.237221,-21.936776,DPoep23-8916,1-D11,Unrelated
C_NOV78,Central,2022 Early Wet Season,Early Wet,Breanna Williams,Scrape on track SW of Ten Mile,SWTM,SWTM,19/02/2022 12:35,19/02/2022 14:04,No,Yes,BTF139,Nov_2023,Yes,146.24093,-21.93885,146.238635,-21.93714,146.237151,-21.936652,DPoep23-8916,1-F10,Unrelated
C_NOV79,Central,2022 Wet Season,Wet,Emily Drummond,Scrape on track SW of Ten Mile,SWTM,SWTM,3/06/2022 3:50,3/06/2022 4:20,Yes,Yes,BTF148,Nov_2023,Yes,146.23843,-21.93885,146.237635,-21.93714,146.237251,-21.93675,DPoep23-8916,1-G10,Unrelated
