"N_NOV09" "N_NOV17" "N_NOV25" "N_NOV26" "N_NOV11" "N_NOV19" "N_NOV27" "N_NOV12" "N_NOV20" "N_NOV28" "N_NOV13" "N_NOV21" "N_NOV29" "N_NOV22" "N_NOV30" "N_NOV15" "N_NOV23" "N_NOV31" "N_NOV08" "N_NOV32" "C_BTF57" "C_BTF26" "C_BTF58" "C_BTF27" "C_BTF35" "C_BTF12" "C_BTF28" "C_BTF36" "C_BTF52" "C_BTF60" "C_BTF37" "C_BTF61" "C_BTF14" "C_BTF30" "C_BTF62" "C_BTF7" "C_BTF15" "C_BTF31" "C_BTF39" "C_BTF47" "C_BTF63" "C_BTF8" "C_BTF16" "C_BTF32" "C_BTF40" "C_BTF56" "C_BTF64" "C_NOV73" "C_NOV81" "C_NOV89" "C_NOV65" "C_NOV74" "C_NOV90" "C_NOV58" "C_NOV66" "C_NOV83" "C_NOV91" "C_NOV59" "C_NOV84" "C_NOV92" "C_NOV60" "C_NOV68" "C_NOV85" "C_NOV93" "C_NOV53" "C_NOV61" "C_NOV69" "C_NOV78" "C_NOV86" "C_NOV94" "C_NOV54" "C_NOV62" "C_NOV70" "C_NOV79" "C_NOV87" "C_NOV71" "C_NOV80" "C_NOV72" "S_BTF17" "S_BTF18" "S_BTF20" "S_BTF22" "S_BTF23" "S_NOV33" "S_NOV41" "S_NOV49" "S_NOV02" "S_NOV34" "S_NOV42" "S_NOV50" "S_NOV35" "S_NOV43" "S_NOV51" "S_NOV36" "S_NOV05" "S_NOV45" "S_NOV39" "S_NOV47"
"N_NOV13" 0.658695058319201 0.660768398867648 0.645492783978245 0.644273109919502 0.654698724468789 0.663557280082894 0.65299374041853 0.634351142674696 0.661509417933829 0.638578397024207 0 0.668672302393268 0.635320282478791 0.659598249439837 0.649449484049907 0.648578881445076 0.662099635593161 0.654300447718679 0.649989810907337 0.65906952140291 0.663893603660355 0.656745400957848 0.665881013448744 0.670060442774032 0.661828171752774 0.663542582675535 0.662080444858416 0.656911918787689 0.661742818760483 0.663283497669885 0.66956111634996 0.665038241057584 0.672733227825967 0.667176173478406 0.672504804783697 0.665840561434022 0.66613104562705 0.673856576402562 0.672011381609197 0.660975941142673 0.669854751706282 0.653774864936788 0.656047269798719 0.67132558998828 0.658198624085873 0.667867590635138 0.667755935208094 0.658440812676028 0.664364550957204 0.657471777603684 0.663295944041638 0.671118140946281 0.669661497966454 0.659099053469907 0.667520321186163 0.668981756398284 0.66332495807108 0.67385631637852 0.659405396246912 0.657296357211237 0.659446226767012 0.651125000385347 0.665331308898933 0.664202022732901 0.656942820876194 0.662563851429747 0.664951857853459 0.667600988087311 0.660573529833092 0.65025194056373 0.661651691319232 0.663586296636544 0.654938527639241 0.6563930193026 0.664533548057239 0.66707933564253 0.664186863672532 0.661447576416872 0.670274113082477 0.648824289076302 0.6683123561948 0.673939161784412 0.664481132433436 0.667302495773199 0.672151895455158 0.66795541070086 0.652828895661267 0.664387752094151 0.669472132840284 0.665908816648187 0.673201511653456 0.666042132960185 0.672527987853562 0.665519416347168 0.658700888155239 0.665127840896042 0.67479426404439 0.652782229290461
"N_NOV21" 0.664541671670097 0.663289721740553 0.674093206180705 0.660893953065372 0.662490359526635 0.660022164439785 0.671417212082782 0.675669444204491 0.666437027079176 0.659580282912841 0.668672302393268 0 0.670805007990408 0.662610691602171 0.669260944168141 0.664664530937021 0.662232511607387 0.672186745118206 0.66559920043781 0.66667813708875 0.688302283105749 0.661814852493927 0.666809934170237 0.670448253473151 0.671533641862557 0.667187797600198 0.673532328503753 0.671285084599687 0.674695211370022 0.678072826580279 0.669090239163596 0.670334484272935 0.693232306402889 0.674134974497943 0.676398190051024 0.66395522722051 0.670431618547959 0.671327769423532 0.676830102482556 0.670253274613576 0.675359813567882 0.665168595474799 0.668885806540749 0.675312786853701 0.672735345904511 0.670735903668204 0.675620253606194 0.677540781754032 0.674555949486767 0.670710374247655 0.665978884922986 0.678054158690048 0.685186354899406 0.665001475971689 0.67293719309143 0.675644022663432 0.67767129442151 0.677934557547541 0.670459119271107 0.673675945523176 0.658379828328219 0.670037450640951 0.677757670082353 0.67806350362081 0.67566170759423 0.673810521257053 0.677039156461999 0.678012748464961 0.668714064634928 0.669740042208864 0.684103450039569 0.679490866263645 0.671744344652697 0.669619116011848 0.665004568177701 0.669441917242624 0.682400028594663 0.676020193593649 0.673373881359271 0.672969039994185 0.680597536241378 0.69190689838608 0.685358888191103 0.672486801387228 0.678649556384545 0.669213291158273 0.671442387257692 0.677183011102578 0.674070124883185 0.675276089053041 0.691258962971553 0.675981106947862 0.677817885639436 0.674607726906152 0.682968659519328 0.671489448887298 0.676653201293307 0.673053819537245
"N_NOV29" 0.632706007325443 0.663773366674156 0.673056023034732 0.657965998102018 0.656936741947636 0.66041129881558 0.65158079879604 0.640114868025461 0.662034036281289 0.652897199664077 0.635320282478791 0.670805007990408 0 0.663239732927539 0.650932881080014 0.647689312928511 0.66543818907728 0.658563474457569 0.660717695722166 0.660325731014158 0.681968555584207 0.662111815946394 0.677240656107158 0.667103365500509 0.677731198683444 0.656634336824289 0.669397545922546 0.664690841643021 0.667846841809388 0.662816014343742 0.671635751889661 0.667224789974434 0.68716311580419 0.668666376072564 0.662707789564734 0.66610359865045 0.674880764250054 0.672185216901852 0.665327764975192 0.655789080823014 0.669941945066013 0.664999408101055 0.672857088042797 0.674130118852173 0.67210266775022 0.670645982304422 0.670287598959526 0.662570126756512 0.667559539540568 0.664352771909405 0.668174270372975 0.677009572870885 0.668002196649625 0.66461248502929 0.670566088816566 0.665627345555039 0.66502334017104 0.674083635134218 0.668179788046418 0.667945108487271 0.662410342044103 0.670961301721931 0.665098989608606 0.667642559772006 0.661441088546234 0.668076729545297 0.668437364783192 0.669567798678238 0.660256039628377 0.662856121901253 0.678692838634572 0.665269420806955 0.670471333778628 0.660867573476356 0.666115929962449 0.668422006703881 0.680664391013708 0.667653760390011 0.677424963717346 0.670288262277757 0.671229239612859 0.691429260637031 0.676633570160224 0.666178587922958 0.676351934750188 0.661854415952789 0.661200370272311 0.665770747859377 0.667280310622225 0.665003328396147 0.694986230114136 0.672731602829191 0.677462341300679 0.670496783241597 0.676095696108241 0.665752561864979 0.67731538162225 0.668123637621692
"N_NOV22" 0.657580367000035 0.66500539367249 0.671844482462528 0.660017468205357 0.660935926124155 0.661770046571076 0.671808167754091 0.667823150568003 0.656750443640878 0.659821763412441 0.659598249439837 0.662610691602171 0.663239732927539 0 0.653847636850935 0.670599533496318 0.669957680647398 0.665302544210466 0.670555738895743 0.656720572051585 0.68095987502092 0.666258523893424 0.681115956985717 0.674938905412831 0.674613868744797 0.661428064197677 0.667119847806435 0.667207087651303 0.673884199727002 0.672860908471693 0.668273143966342 0.666822121178904 0.686448998070748 0.670843494318981 0.666754269545675 0.666712623077066 0.663840215467701 0.678636258323684 0.669249327772214 0.659662432905129 0.67452128367594 0.66420353318405 0.672325641027348 0.670689291551445 0.673501281960167 0.662951335697498 0.664973442491479 0.66152250348067 0.669838471103224 0.668630022639423 0.661011350932689 0.678075206376287 0.670237630270108 0.665775512123078 0.667338371287096 0.665075115120721 0.677206626833345 0.672486494574574 0.67906204934078 0.67136965915701 0.665252445266262 0.668543508594513 0.663520109216768 0.668691906450133 0.663528960065186 0.674153434762022 0.665132849614393 0.67068413098817 0.670661219965666 0.664018371741287 0.682395063950329 0.677274721207548 0.661031058408305 0.662782052904081 0.664506709702914 0.668336412924726 0.680886000810259 0.666201243656827 0.670046798961798 0.6700079442359 0.668539539321995 0.696781701467863 0.681855421476387 0.67703712773108 0.678386386434198 0.662072587916331 0.660399113036514 0.67101548425108 0.668895340480683 0.670285284548945 0.695006822095021 0.668643354731004 0.684306081648596 0.664423211606136 0.683476910773439 0.666568965095589 0.678998828575561 0.663194015902985
"N_NOV30" 0.656209660683995 0.661366170616977 0.67005939426049 0.662712448360495 0.660403491863436 0.653335238486631 0.659069028256235 0.661129003651285 0.660915571207997 0.634330382782388 0.649449484049907 0.669260944168141 0.650932881080014 0.653847636850935 0 0.654435551842663 0.664424604523658 0.653424796903046 0.624564413293808 0.65145292788318 0.67972828442848 0.658811482666798 0.668771956199411 0.657096514935176 0.663395746267649 0.661750293492308 0.659432720174792 0.657676866024362 0.66899288805039 0.659255466971167 0.664251582085257 0.657318823461831 0.67806823868461 0.660336359374569 0.662417520448035 0.66332495807108 0.657390973597179 0.662157474107048 0.670373766350003 0.660517454744035 0.673565668718187 0.661265102638872 0.663385211891515 0.665803265021374 0.671021142903082 0.66098858530609 0.665030900944918 0.660028345768985 0.659804412462236 0.656925179697055 0.663690602670237 0.673897107712591 0.664147092191288 0.668022171928815 0.665757875999298 0.663073495117209 0.665718435283896 0.671319031791256 0.667968913708014 0.656486007682148 0.664156192680504 0.658015748649915 0.65781818725383 0.65868400944716 0.658067146852415 0.661489915637061 0.659977698330235 0.66325835458216 0.657496824328923 0.656364162096016 0.680968629956274 0.661467158014114 0.667796722790208 0.66023734778365 0.670409603013465 0.662173898846385 0.68150407654981 0.658360915492098 0.66387980792132 0.66213181987026 0.672250265902161 0.692066552015529 0.67157696074596 0.668078477515897 0.665102043355013 0.669368833873814 0.656283276456633 0.665603112946149 0.66828383161058 0.665123054737016 0.684445293795443 0.656687752218254 0.678319693333888 0.670979704327047 0.67259637595864 0.661906988123824 0.667736619811255 0.657663968179587
"N_NOV15" 0.627087164310991 0.664230968775374 0.663526308771555 0.66338317036747 0.662780572858905 0.666126888059629 0.626857696283003 0.655627067148546 0.670550561734768 0.604688751772373 0.648578881445076 0.664664530937021 0.647689312928511 0.670599533496318 0.654435551842663 0 0.67585308172346 0.639594803861134 0.66720608286567 0.670280807669633 0.685408177861052 0.669502132941815 0.672266029098953 0.673767604064412 0.671829511179206 0.669693539148617 0.668006908747326 0.659653245252489 0.668772175971045 0.664069448217282 0.668865708737379 0.671373329116276 0.687084242575148 0.675353930216008 0.66382507191877 0.671976877096516 0.675983124365601 0.670802430150698 0.683552254381314 0.666838891905704 0.675440767022715 0.668185304154819 0.669487985571292 0.663518153166163 0.676070947515173 0.671240498167861 0.667757300136821 0.6699293569091 0.661489743925544 0.666975809584588 0.670589513741033 0.676858870839766 0.666741200365448 0.670268145477016 0.66763575527493 0.665737226202325 0.669544694846246 0.683368739054611 0.674385388020541 0.665851761639938 0.664281282811335 0.666368919793904 0.666414388991661 0.667355300944537 0.661832047919804 0.670963952240643 0.672388055939751 0.666373781605605 0.671960406388426 0.670527043926457 0.687685103332824 0.677507485894158 0.668212861244511 0.662682957153132 0.66657495299631 0.66808867032363 0.685484825401654 0.667114174871176 0.675790182858252 0.670758773776767 0.67369758196124 0.691318566191667 0.673199237385581 0.674390143318002 0.674195222073796 0.674046617805628 0.661746550222988 0.669950392431236 0.669018413527827 0.673274392551258 0.69857943484205 0.663563469057919 0.67873266925826 0.685226447237054 0.686650316769121 0.675290369707313 0.683368985981144 0.673953793097097
"N_NOV23" 0.670794743895415 0.673439196984556 0.675353930216008 0.668862833347687 0.67179184869703 0.672071064262182 0.675663924692176 0.678771293009397 0.671569850385705 0.661235976333684 0.662099635593161 0.662232511607387 0.66543818907728 0.669957680647398 0.664424604523658 0.67585308172346 0 0.664372775309918 0.67178685891394 0.666678144197965 0.684247474576274 0.664517476643165 0.675788980728473 0.659720951123805 0.669777090098104 0.664807639035302 0.675385204601379 0.666948080583057 0.677223091748798 0.664917040464334 0.676420865329703 0.676905555591405 0.690433207941977 0.665967223448596 0.675716815249283 0.676825299134964 0.679980162876742 0.670492052617461 0.68040042145156 0.667761880720747 0.68297970682355 0.670543366439342 0.676694173769542 0.671953740185424 0.679475444606789 0.661775395430127 0.669324276766256 0.66946495021816 0.673880480132191 0.664287191301678 0.672798362049189 0.677408236644308 0.672598793606215 0.677195940308909 0.666941864476805 0.665898544612699 0.672082564516282 0.674923621452696 0.672519686160061 0.669450852440533 0.666041359074287 0.669412100320055 0.668862815638769 0.675076624882656 0.663015249058299 0.672013255026968 0.668548964122053 0.66976988196459 0.668029046410899 0.666459723726195 0.688992046754813 0.671801824032001 0.675005695925543 0.668041805641633 0.671061051824292 0.673354843055434 0.681061433484544 0.673076110111955 0.678126478730797 0.676072488958856 0.673511836828964 0.696382731794177 0.684050662118123 0.67150453929127 0.673926119041224 0.679712906481435 0.66317983532688 0.670689652276328 0.679739806558702 0.673461231987114 0.693936440158532 0.669661497966454 0.678134282661833 0.676907921629911 0.682325689327004 0.668156785041401 0.670663690421873 0.67428798134266
"N_NOV31" 0.66332495807108 0.65991201759609 0.664162307585893 0.657120381388114 0.647600181570966 0.657095337497312 0.638398692754257 0.665427124224688 0.664367063972769 0.649372838108377 0.654300447718679 0.672186745118206 0.658563474457569 0.665302544210466 0.653424796903046 0.639594803861134 0.664372775309918 0 0.653101517333804 0.661486744531693 0.678766249054627 0.666183499789854 0.669155756916953 0.671429798814418 0.66742569328867 0.658425409271284 0.669067404395245 0.668023855702614 0.667664336463071 0.654119526608054 0.668594922207839 0.664635126980034 0.685368344377196 0.663563879926368 0.669028413878616 0.667912542944884 0.666412658817841 0.661867785526113 0.665484960996255 0.658086568727078 0.671327424386811 0.663769767402039 0.657220508360019 0.670233809274549 0.670683942722476 0.662643648867596 0.669896836749503 0.66710904862595 0.663828772083745 0.657239422805052 0.667338371287096 0.670655607938825 0.666448435766791 0.668847910404642 0.669379537719253 0.667664954646581 0.661408524516803 0.674106805200899 0.668513026944822 0.666207054983861 0.663561949686425 0.66517454719408 0.663345730142987 0.667557245178194 0.665975462057106 0.668203744935697 0.660991626571494 0.666356035291567 0.666936503641648 0.659389592133362 0.679303923315953 0.673427364317071 0.666144013749858 0.659760233428294 0.663491059227576 0.667574095073942 0.671650103391743 0.663289600207581 0.672985543823384 0.668303379686259 0.668385690138549 0.680701010223578 0.677058476193275 0.667172082731083 0.669550040182013 0.668492257587735 0.656402790064146 0.669681380129889 0.667561752705375 0.666632152071284 0.692842226706142 0.669388549946869 0.66880162595832 0.666425326878205 0.682324021501835 0.660544076206131 0.667874303364508 0.660802194852082
"N_NOV08" 0.667699778500855 0.673400584685452 0.681901504839123 0.662854557588546 0.675333268938087 0.668869619111242 0.666379565257752 0.655530514688429 0.662190329976863 0.646182706763509 0.649989810907337 0.66559920043781 0.660717695722166 0.670555738895743 0.624564413293808 0.66720608286567 0.67178685891394 0.653101517333804 0 0.678682417187567 0.683552562217281 0.677196259215258 0.679143801778313 0.668864194246356 0.675027506934606 0.671333527565963 0.676632341305974 0.672046355233419 0.680930533470233 0.662237895449547 0.674823832853587 0.676850084201993 0.687043273616319 0.673358967734457 0.675148639085887 0.668427493133581 0.673055626207071 0.674789703565929 0.680465557968149 0.670221146681497 0.668440712753635 0.67163425761183 0.669890492394484 0.679045983918513 0.678509789906756 0.666110114096655 0.671892645216443 0.668118107561287 0.668680216922694 0.675006305285358 0.669124258062187 0.678713241122694 0.673568215052591 0.678905535231999 0.671210626048483 0.675966261202307 0.669803507896387 0.683755600446469 0.671566822518532 0.675239363976683 0.658423595645986 0.672979598616493 0.665322891881259 0.670368011484619 0.667402654379006 0.675868791307664 0.668213818124674 0.676674100925411 0.663208670518918 0.658981708504866 0.683408324762548 0.677122004142687 0.678199490256966 0.670002686191269 0.666368366389573 0.675680556132983 0.684767664701715 0.671760036728958 0.673562998045706 0.671778193185687 0.675552861882656 0.689373045932475 0.671864088213168 0.671495408919802 0.664849976213816 0.671405818686745 0.661841068202442 0.66569021863096 0.676401204848226 0.667534217625274 0.684612279502106 0.669014474874335 0.683143541393488 0.681729958441374 0.687280528420764 0.671624215678255 0.668929382968067 0.670411917969876
"N_NOV32" 0.662128230106109 0.671028388829298 0.666942376631583 0.659307629772786 0.661607238420979 0.653221908447995 0.673376768343312 0.666626543488473 0.664032305172525 0.649632805659067 0.65906952140291 0.66667813708875 0.660325731014158 0.656720572051585 0.65145292788318 0.670280807669633 0.666678144197965 0.661486744531693 0.678682417187567 0 0.681705854223084 0.65265642650849 0.666896401215223 0.663849010074099 0.670967009696495 0.65812530638192 0.66748715155077 0.662683222766884 0.666109769005615 0.671495408919802 0.664528134425633 0.663420841087601 0.683967658690335 0.667659358313136 0.658617608988977 0.663844601674529 0.658036877403108 0.676009798236555 0.664055183793586 0.658002765609787 0.66592972737049 0.656719575875304 0.662836458650706 0.666885112088481 0.676765136309308 0.657293051138576 0.661460898093766 0.665614256899389 0.665777720031005 0.663660969009237 0.668570023766619 0.674930369745629 0.665649630732497 0.668675550466297 0.664531652069573 0.665442585741257 0.66714878529641 0.677837140562381 0.66828383161058 0.660320282925013 0.650207100240913 0.662584092041104 0.662163083410954 0.654646143314227 0.660490802787122 0.672423189092311 0.660476787833296 0.668963306604739 0.66306319224773 0.657401276278878 0.680999370802918 0.668984955380116 0.65506694560482 0.65356890828802 0.660219943069602 0.664565364536255 0.685708351723412 0.666804564416961 0.669848289902506 0.667080359952937 0.663268742415246 0.685041502168167 0.674218481368327 0.669779015556191 0.668084015274135 0.664675186424374 0.654307845986127 0.666815920828279 0.669347780863004 0.664719820512299 0.690220275892765 0.657914310278642 0.671266026143014 0.671652390198822 0.674902515295045 0.668727127893229 0.670380108300982 0.658777868407464
"C_BTF57" 0.683884196704178 0.688806256147871 0.654878490821994 0.682289978374666 0.686760321176053 0.679085934610637 0.689050428633214 0.662563922551597 0.680381986659737 0.675918421640706 0.663893603660355 0.688302283105749 0.681968555584207 0.68095987502092 0.67972828442848 0.685408177861052 0.684247474576274 0.678766249054627 0.683552562217281 0.681705854223084 0 0.681282433763582 0.665950605938596 0.677580699366335 0.682145652789527 0.675799784827252 0.675171165893622 0.684481984689841 0.679793448470222 0.684455699406425 0.682539230605272 0.686744148492811 0.671299842291706 0.687085726313075 0.682990310891462 0.68386394570947 0.660977960234329 0.680563424701351 0.691418395473262 0.677174597622114 0.680074167792153 0.667387777387663 0.670239231631464 0.671542705478404 0.669796292281427 0.669445704771185 0.68855019401096 0.679525721240762 0.680258047285828 0.660448958864062 0.676736880872656 0.693370472911576 0.673644203141538 0.683525771071955 0.68714538057945 0.688312823836202 0.695676804092424 0.691248423408407 0.672397055695515 0.683548835847894 0.682834950886768 0.669078507922292 0.683032903008055 0.68761073673003 0.677579099532555 0.685738192903825 0.680538995340896 0.679988835492094 0.680061538410505 0.666017641271184 0.607760703706809 0.676969364606496 0.683481726789231 0.67685509528942 0.685820701289404 0.684814722920147 0.663570732284294 0.678692838634572 0.685947204531187 0.667187797600198 0.682774059980343 0.674441551148813 0.670047864472493 0.686724485308401 0.688273471090182 0.677098347914014 0.681721533996234 0.682167614557202 0.691000583898224 0.69365368397168 0.671240498167861 0.686820732006192 0.699660250325539 0.688299735956854 0.654766268302712 0.68983306305797 0.690381420682869 0.666334487349405
"C_BTF26" 0.668153104781061 0.667458534807162 0.676385551800592 0.657801586012007 0.659175792194706 0.643383947909004 0.666683891192672 0.662505634733492 0.662402384377786 0.662912912296934 0.656745400957848 0.661814852493927 0.662111815946394 0.666258523893424 0.658811482666798 0.669502132941815 0.664517476643165 0.666183499789854 0.677196259215258 0.65265642650849 0.681282433763582 0 0.666488592478359 0.662896347349205 0.677217678121254 0.654548446296672 0.672261106401172 0.663066778810483 0.67132558998828 0.659938956903856 0.677452290452557 0.666977539458879 0.681346734695465 0.672763370300203 0.673561829468232 0.674367183089629 0.672924644116646 0.664589576441825 0.679055084120319 0.663202212001012 0.678647400383686 0.659957508377352 0.667693548324889 0.670141331342509 0.679424840612369 0.66793321784934 0.674885985055081 0.661402007570201 0.670294927981577 0.658672399000722 0.668260810758281 0.68432849032328 0.674041951730906 0.664571420100047 0.667085786012099 0.66920950015068 0.66633366344504 0.674311429543679 0.673911859973353 0.670370923695128 0.66101440328543 0.662706844453892 0.66977516702093 0.666534451413187 0.672036419381167 0.673586674648826 0.661805382703588 0.67434867603143 0.662013464891627 0.668392265315156 0.680855246256509 0.673548776012512 0.670815259217393 0.666959665306304 0.660135732271801 0.65793309439381 0.685590522295319 0.662303614277605 0.666879129939602 0.67050671309888 0.670109860040585 0.68526716567727 0.676361174679218 0.665637846164659 0.667883191747842 0.664485839677525 0.660526128052646 0.672110801206207 0.667865002006316 0.66739655508881 0.691748335529306 0.664067835443216 0.684736788017461 0.673153599437425 0.678857826925705 0.665366279052679 0.67632913039207 0.65677826117771
"C_BTF58" 0.666264579222031 0.678609544379579 0.667578577416017 0.674190559241025 0.673199996625297 0.66720608286567 0.680892398130076 0.667204748949182 0.677826139848611 0.669860826542803 0.665881013448744 0.666809934170237 0.677240656107158 0.681115956985717 0.668771956199411 0.672266029098953 0.675788980728473 0.669155756916953 0.679143801778313 0.666896401215223 0.665950605938596 0.666488592478359 0 0.656291340375876 0.655593460783926 0.66808226069609 0.621392852105542 0.671735010956562 0.678231984058785 0.674260205385306 0.67189358749563 0.667305261215027 0.669618470950663 0.674724129122367 0.679195711266403 0.669707880375357 0.647650202722742 0.670273360167844 0.678137492714882 0.672067830576371 0.67443608399828 0.664354540921067 0.663383070192371 0.667539297446777 0.672499892918122 0.659514268200025 0.676404592197972 0.670622636506798 0.668758739955678 0.65731895364479 0.670635670571713 0.672807602791428 0.675164370235858 0.680079859096304 0.674469209914202 0.670440734868152 0.675794594549079 0.673967467894805 0.66709661335498 0.669991251436499 0.668918373670218 0.66446371420222 0.670799876668853 0.674120857298884 0.665043217541401 0.669608505517062 0.66965990118859 0.672841543781538 0.665340685183394 0.665998883022113 0.647197862189148 0.67777669213508 0.666907520673991 0.669349440752082 0.676306488967643 0.664930687333944 0.663505119667287 0.667796722790208 0.672302485729825 0.668788262075529 0.675417476651272 0.68810178228289 0.668125445048692 0.66851188424346 0.680655574442231 0.681982591378873 0.668041805641633 0.672847413328221 0.678071668514412 0.674515921263177 0.680025381060245 0.674557027436056 0.682900769789451 0.668975252696661 0.673883480856048 0.675880131299402 0.67958498275953 0.658692029267115
"C_BTF27" 0.672729373305244 0.668427493133581 0.672673257844445 0.668345032803363 0.667321833590583 0.663220980492563 0.665505455942453 0.679350644587257 0.667483047474839 0.659696816367679 0.670060442774032 0.670448253473151 0.667103365500509 0.674938905412831 0.657096514935176 0.673767604064412 0.659720951123805 0.671429798814418 0.668864194246356 0.663849010074099 0.677580699366335 0.662896347349205 0.656291340375876 0 0.677005324847805 0.673130404440625 0.668580946577801 0.668334011498495 0.67873836011987 0.661118656011145 0.667239720946561 0.669128015319158 0.680431856498116 0.673572472701944 0.670974471860151 0.66964237280883 0.644772745306127 0.656809131308072 0.678879611261363 0.658863850337694 0.666748492792303 0.662921545267056 0.670000622275967 0.624751606269583 0.670802380538489 0.641770993627935 0.632102623848545 0.663902696776777 0.620936428963566 0.665392396269252 0.671957005971089 0.675460567599978 0.663004963930512 0.668285837246983 0.665401097601781 0.673195965846123 0.673595678133977 0.66569429109429 0.679530027510594 0.666546057589847 0.654676239913876 0.665364386003873 0.666878998259387 0.676693150126946 0.665202970570912 0.672092597512242 0.659491761431852 0.667574658271903 0.652349419988674 0.66568657072153 0.67781108291155 0.674413683154024 0.668495470847747 0.66492852921083 0.66709120380649 0.665216714144878 0.681585113867562 0.664681225008274 0.675745997443732 0.668079353127348 0.677479077575453 0.699506038830241 0.674567592213033 0.670424630487842 0.674316061747548 0.671105604376363 0.664043343523594 0.672902433250729 0.674497046834923 0.672382546054359 0.691967355863948 0.667567362534772 0.681203881025501 0.679693953081776 0.680499351412053 0.673734608206975 0.674837663585426 0.669876663674451
"C_BTF35" 0.669804046862599 0.675031408229257 0.666252716507744 0.6721193248776 0.67828286640295 0.670022609138217 0.678440373581023 0.674964984550721 0.66813279867293 0.664729482552183 0.661828171752774 0.671533641862557 0.677731198683444 0.674613868744797 0.663395746267649 0.671829511179206 0.669777090098104 0.66742569328867 0.675027506934606 0.670967009696495 0.682145652789527 0.677217678121254 0.655593460783926 0.677005324847805 0 0.665315280898748 0.669045835072591 0.670913067201232 0.66659204247815 0.668284833807309 0.679250931832183 0.676081024915796 0.672068432269833 0.675499794544014 0.673296162800379 0.683416129507534 0.673111036930723 0.677947146602343 0.672763561489547 0.669909046519648 0.680568439375057 0.665441064373492 0.66985357045153 0.670447225531577 0.661454145019852 0.664435351928891 0.670713749293632 0.669809336414241 0.668778903583408 0.662805802510549 0.654766485623893 0.679221472632831 0.673251188595002 0.680451377198981 0.67434867603143 0.678100887207983 0.674501876510265 0.672672097695358 0.658095628818747 0.670298692948132 0.671146795909549 0.664518809653347 0.674771015719151 0.674846300523736 0.668214053079214 0.685574509924695 0.679338902300371 0.663333283611669 0.663933436044039 0.663118482730244 0.669652755180997 0.68030301936046 0.649438666970477 0.672700179372378 0.679865215643335 0.668303379686259 0.6706101553548 0.681522529383582 0.679194381298354 0.669306577367438 0.68509614889254 0.68272457244029 0.669825779249697 0.677399866032611 0.678103838290654 0.677406477943541 0.67236213665621 0.676737919901015 0.676884441288004 0.682307433073578 0.677147578818578 0.665229524100811 0.680329078188252 0.670036296330693 0.670243467412614 0.673282561140899 0.671394369990749 0.663919437832942
"C_BTF12" 0.67159998782898 0.667302889368987 0.678184275552577 0.657671042726748 0.664366698910547 0.663922851231118 0.678266486263771 0.671229804574745 0.669452409669044 0.657594533061582 0.663542582675535 0.667187797600198 0.656634336824289 0.661428064197677 0.661750293492308 0.669693539148617 0.664807639035302 0.658425409271284 0.671333527565963 0.65812530638192 0.675799784827252 0.654548446296672 0.66808226069609 0.673130404440625 0.665315280898748 0 0.659573193496314 0.662632303265154 0.668211905547238 0.660937031596651 0.670017752618713 0.663795252302045 0.675312818830209 0.658776842416744 0.645122115239494 0.66086522181886 0.666977732862923 0.671730623822576 0.678182165085172 0.662819927003467 0.671829834667468 0.659391823141012 0.674663612595436 0.670581602704334 0.672622000690575 0.658609453560068 0.662059490816943 0.66185740938365 0.676229315451461 0.658972595129976 0.664007031943191 0.675356554284837 0.674904394466435 0.663773366674156 0.667045268794984 0.671122815131036 0.670963952240643 0.66897668185684 0.65873842246921 0.671448280404123 0.663441161226677 0.669357164500778 0.669673934210758 0.671828122538979 0.650684160909353 0.667863519737335 0.664479145966527 0.665022319758734 0.662908048426367 0.655180555035284 0.674454421604827 0.667962558025649 0.659335116183462 0.663364408144763 0.668109000810269 0.664447485340667 0.682530192332011 0.660510028092928 0.666029704657171 0.676666071135634 0.668158632013995 0.68525354813107 0.674506712147246 0.664448862403194 0.671307544783621 0.667148486632166 0.667314169136408 0.669824615208342 0.675386100750031 0.670360519808419 0.691618207033177 0.664203551027011 0.677134895302671 0.671666272456346 0.678057074121205 0.661636322409449 0.664542446513504 0.66647163928696
